,Inflow,Outflow,Mass balance,Concentration (g/m3),Concentration (N/m3)
Ocean_Surface_Water,0.0015846003944055994,0.0015845861935063071,1.4200899292214283e-08,5.7984444709121395e-12,5.972881912743174e-09
Ocean_Mixed_Water,0.0014595120862171075,0.00145951208628689,-6.978250442768452e-14,5.313596273693092e-15,2.4089051764870127e-05
Ocean_Column_Water,0.0016224420221382233,0.001622442024667805,-2.5295817957654565e-12,6.007600223719966e-15,0.00011294515529179406
Coast_Surface_Water,0.001586149559611482,0.0015861499693659578,-4.097544757924315e-10,2.3166672432830394e-13,8.830447109684934e-10
Coast_Column_Water,9.582917915446483e-06,9.582917915290312e-06,1.5617085261706437e-16,7.49060156921179e-16,2.949679049003877e-05
Surface_Freshwater,1.0,1.0032034381666637,-0.0032034381666636857,1.4580039368043236e-07,0.0005908497880235911
Bulk_Freshwater,3.710435243225744,3.710435242443876,7.818679037541187e-10,5.988877065721124e-10,19.770946107350753
Sediment_Freshwater,3.71041261530074,3.71041261530074,0.0,0.00996397383231689,12045489.027151315
Sediment_Ocean,0.0016216773249067007,0.0016216773249067011,-4.336808689942018e-19,1.5831653470524933e-06,984.2034933615611
Sediment_Coast,4.4593396855448e-06,4.4593396855447986e-06,1.6940658945086007e-21,7.72372091845153e-08,117.05321564278454
Urban_Soil_Surface,5.194262186814412e-22,5.194262186814413e-22,-9.4039548065783e-38,3.857574284189238e-26,7.632608353252801e-19
Urban_Soil,0.0,0.0,0.0,0.0,0.0
Background_Soil_Surface,8.207303953543056e-22,8.207303953543057e-22,-9.4039548065783e-38,3.857574284189238e-26,7.6326083532528e-19
Background_Soil,0.0,0.0,0.0,0.0,0.0
Agricultural_Soil_Surface,2.735767984514352e-23,2.735767984514353e-23,-1.1754943508222875e-38,9.643935710473095e-27,1.9081520883132004e-19
Agricultural_Soil,0.0,0.0,0.0,0.0,0.0
Air,4.7122368158002484e-21,4.712236815800249e-21,-7.52316384526264e-37,1.1684525167058257e-33,1.2068882838139214e-30
