,Inflow,Outflow,Mass balance,Concentration (g/m3),Concentration (N/m3)
Ocean_Surface_Water,2.4718059740090634,2.471805974014386,-5.3224091800530005e-12,5.089128618629132e-06,3367.551483505984
Ocean_Mixed_Water,0.9825159870916225,0.9825159870916226,-1.1102230246251565e-16,1.0415053084596045e-10,1444.3117551725338
Ocean_Column_Water,1.0803889907481912,1.0803889907481914,-2.220446049250313e-16,1.1301168072233051e-10,1563.5764304714223
Coast_Surface_Water,1.4962038138769647,1.496203813875392,1.5727419366839968e-12,5.006142768738311e-06,2021.2552591160445
Coast_Column_Water,0.056439041007341054,0.05643904100734107,-1.3877787807814457e-17,1.4304196413381673e-10,1955.228190938835
Surface_Freshwater,1.2836959646962446e-17,1.2836959646959145e-17,3.3002735527019674e-30,6.005187234012146e-24,1.1255241320066698e-13
Bulk_Freshwater,2.001060080805047e-17,2.0010600808050477e-17,-6.162975822039155e-33,2.040752506790911e-26,2.5347566692251066e-13
Sediment_Freshwater,1.998423730565136e-17,1.9984237305651354e-17,6.162975822039155e-33,5.441421599203675e-20,1.5225692884983992e-07
Sediment_Ocean,1.0544378537658077,1.0544378537658072,4.440892098500626e-16,0.0011016647950503919,12507407318.079552
Sediment_Coast,0.03540679055529842,0.03540679055529841,6.938893903907228e-18,0.0006447582888513001,6999607194.411145
Urban_Soil_Surface,4.669191112821382e-18,4.669191112821381e-18,7.703719777548943e-34,3.483068474898098e-22,3.935883846562527e-10
Urban_Soil,0.0,0.0,0.0,0.0,0.0
Background_Soil_Surface,7.37765428502738e-18,7.377654285027378e-18,1.5407439555097887e-33,3.4830684748980976e-22,3.9358838465625256e-10
Background_Soil,0.0,0.0,0.0,0.0,0.0
Agricultural_Soil_Surface,2.4592180950091263e-19,2.4592180950091263e-19,0.0,8.707671187245244e-23,9.839709616406314e-11
Agricultural_Soil,0.0,0.0,0.0,0.0,0.0
Air,4.235880185677061e-17,4.23588018567706e-17,6.162975822039155e-33,1.750562418857079e-30,1.147244892367835e-21
