,Inflow,Outflow,Mass balance,Concentration (g/m3),Concentration (N/m3)
Ocean_Surface_Water,2.4718059740090634,2.471805974014386,-5.3224091800530005e-12,5.089128618629132e-06,3367.551483505984
Ocean_Mixed_Water,0.9825159870916225,0.9825159870916226,-1.1102230246251565e-16,1.0415053084596046e-10,1444.3117551725336
Ocean_Column_Water,1.0803889907481912,1.0803889907481914,-2.220446049250313e-16,1.1301168072233051e-10,1563.5764304714226
Coast_Surface_Water,1.496203813876965,1.4962038138753917,1.5734080704987718e-12,5.00614276873831e-06,2021.2552591160443
Coast_Column_Water,0.056439041007341054,0.05643904100734107,-1.3877787807814457e-17,1.4304196413381668e-10,1955.2281909388341
Surface_Freshwater,1.2836959646962444e-17,1.2836959646959144e-17,3.3002735527019674e-30,6.005187234012146e-24,1.1255241320066696e-13
Bulk_Freshwater,2.001060080805047e-17,2.0010600808050468e-17,3.0814879110195774e-33,2.0407525067909098e-26,2.5347566692251056e-13
Sediment_Freshwater,1.998423730565135e-17,1.9984237305651354e-17,-3.0814879110195774e-33,5.441421599203675e-20,1.5225692884983987e-07
Sediment_Ocean,1.0544378537658077,1.054437853765808,-2.220446049250313e-16,0.001101664795050392,12507407318.079557
Sediment_Coast,0.03540679055529841,0.03540679055529841,0.0,0.0006447582888513002,6999607194.411145
Urban_Soil_Surface,4.669191112821382e-18,4.669191112821381e-18,7.703719777548943e-34,3.483068474898098e-22,3.935883846562526e-10
Urban_Soil,0.0,0.0,0.0,0.0,0.0
Background_Soil_Surface,7.377654285027378e-18,7.377654285027378e-18,0.0,3.483068474898098e-22,3.935883846562525e-10
Background_Soil,0.0,0.0,0.0,0.0,0.0
Agricultural_Soil_Surface,2.4592180950091263e-19,2.4592180950091263e-19,0.0,8.707671187245245e-23,9.839709616406313e-11
Agricultural_Soil,0.0,0.0,0.0,0.0,0.0
Air,4.2358801856770613e-17,4.235880185677061e-17,6.162975822039155e-33,1.750562418857079e-30,1.1472448923678353e-21
