,Compartments,%_mass,%_number,Concentration_g_m3,Concentration_num_m3
0,Ocean_Surface_Water,0.6358183689167317,3.422677240348636e-05,1.7321982235207532e-06,1232.459151796274
1,Ocean_Mixed_Water,5.209732286708376,0.034244859747864446,1.41931870062672e-08,1233.1104522708756
2,Ocean_Column_Water,0.9302448902845702,1.130377874360736,8.464143725535626e-11,1359.413107814585
3,Coast_Surface_Water,0.0166118760657194,1.4826429114609777e-06,1.763116215180034e-06,2079.8925134429855
4,Coast_Column_Water,0.06790033857974014,0.0007425851008424342,1.4397020774905208e-08,2081.0810359552197
5,Surface_Freshwater,0.0002444311070291494,3.1627978899315123e-05,2.5312256126011653e-08,43290.030409056126
6,Bulk_Freshwater,0.008901855817243995,0.009508489289426469,3.067147152021092e-09,43301.96925219096
7,Sediment_Freshwater,6.019883668142052,6.485977338297093,0.002074159526654363,29537351594.397038
8,Sediment_Ocean,85.25786494229581,90.4120787061473,0.0007757471501758449,10873121960.867157
9,Sediment_Coast,1.3595926542316805,1.4235163572043663,0.00048082373351563307,6653981937.541936
10,Urban_Soil_Surface,0.18682267666448904,0.1912404611256364,6.230834716077986e-06,84302119.17748325
11,Urban_Soil,0.0,0.0,0.0,0.0
12,Background_Soil_Surface,0.29519312611755555,0.3021735399992262,6.2308347160779845e-06,84302119.17748322
13,Background_Soil,0.0,0.0,0.0,0.0
14,Agricultural_Soil_Surface,0.00983977087058519,0.010072451333307541,1.5577086790194965e-06,21075529.794370808
15,Agricultural_Soil,0.0,0.0,0.0,0.0
16,Air,0.0013491141984377712,1.949729615261754e-15,4.1319042345444364e-14,7.892561808510247e-13
