,Inflow,Outflow,Mass balance,Concentration (g/m3),Concentration (N/m3)
Ocean_Surface_Water,5.321853962625686,5.321853962625687,-8.881784197001252e-16,9.77639812684625e-13,8.894121758265563
Ocean_Mixed_Water,5.32822790113275,5.328227901132749,8.881784197001252e-16,9.789468933006971e-13,8.905505039954793
Ocean_Column_Water,0.7238588160041856,0.7238588160041854,1.1102230246251565e-16,3.402202893365195e-12,29.898976443492447
Coast_Surface_Water,5.273689913364706,5.273689913364707,-8.881784197001252e-16,4.309131540380067e-11,375.6482995532391
Coast_Column_Water,5.287485312166715,5.287485312166713,1.7763568394002505e-15,4.3109959139711034e-11,375.7528069324596
Surface_Freshwater,155.5982057749669,155.5982057749669,0.0,2.5614326600557302e-09,22249.5257284303
Bulk_Freshwater,156.21338048306058,156.2133804830606,-2.842170943040401e-14,2.5622869597543575e-09,22256.235415356226
Sediment_Freshwater,0.8457573841249626,0.8457573841249625,1.1102230246251565e-16,0.0022736325799371463,15385180779.029362
Sediment_Ocean,0.7235063223983399,0.7235063223983397,2.220446049250313e-16,0.0004178136635311105,1481058758.426328
Sediment_Coast,0.02802493474001037,0.02802493474001036,1.0408340855860843e-17,0.00039283254777704,1453181300.4401603
Urban_Soil_Surface,0.11020829833397118,0.11020829833397118,0.0,6.230834716077986e-06,42684617.30505481
Urban_Soil,0.0,0.0,0.0,0.0,0.0
Background_Soil_Surface,0.1741369553746733,0.17413695537467327,2.7755575615628914e-17,6.2308347160779845e-06,42684617.3050548
Background_Soil,0.0,0.0,0.0,0.0,0.0
Agricultural_Soil_Surface,0.005804565179155777,0.005804565179155778,-8.673617379884035e-19,1.5577086790194965e-06,10671154.326263703
Agricultural_Soil,0.0,0.0,0.0,0.0,0.0
Air,1.0000000000000002,1.0,2.220446049250313e-16,4.1319042345444364e-14,3.996233824971617e-13
