,Inflow,Outflow,Mass balance,Concentration (g/m3),Concentration (N/m3)
Ocean_Surface_Water,0.6745893192083374,0.6745893192083375,-1.1102230246251565e-16,1.4952922425303844e-15,0.011559990650300203
Ocean_Mixed_Water,0.6756611646825529,0.675661164682553,-1.1102230246251565e-16,1.9334899665048878e-13,1.7567979727795606
Ocean_Column_Water,0.7180728292557307,0.718072829255731,-3.3306690738754696e-16,2.68863149628048e-12,23.352216604241438
Coast_Surface_Water,0.0173393980671325,0.01733939806713249,1.0408340855860843e-17,2.1345278052719354e-13,1.9332026046497894
Coast_Column_Water,0.026507025033831337,0.026507025033831334,3.469446951953614e-18,4.850132117798397e-11,422.22358899728823
Surface_Freshwater,0.2339359702614846,0.2339359702614846,0.0,2.3719571192349396e-09,20640.965289747648
Bulk_Freshwater,0.8779253542766614,0.8779253542766615,-1.1102230246251565e-16,3.22506227906896e-09,27328.276825771583
Sediment_Freshwater,0.87781882637447,0.87781882637447,0.0,0.002367830235560149,16013401388.43044
Sediment_Ocean,0.7177570693349332,0.717757069334933,2.220446049250313e-16,0.00041181206663058604,1428766489.6309578
Sediment_Coast,0.02543453180745299,0.025434531807452997,-6.938893903907228e-18,0.0003449092887547308,1050617229.4190352
Urban_Soil_Surface,0.11020829833397117,0.11020829833397114,2.7755575615628914e-17,6.2308347160779845e-06,42684617.3050548
Urban_Soil,0.0,0.0,0.0,0.0,0.0
Background_Soil_Surface,0.1741369553746733,0.1741369553746733,0.0,6.230834716077985e-06,42684617.305054806
Background_Soil,0.0,0.0,0.0,0.0,0.0
Agricultural_Soil_Surface,0.005804565179155777,0.005804565179155777,0.0,1.5577086790194963e-06,10671154.326263702
Agricultural_Soil,0.0,0.0,0.0,0.0,0.0
Air,1.0000000000000002,0.9999999999999999,3.3306690738754696e-16,4.1319042345444364e-14,3.996233824929952e-13
