,Inflow,Outflow,Mass balance,Concentration (g/m3),Concentration (N/m3)
Ocean_Surface_Water,0.0016856432984579588,0.001685104179759726,5.391186982328048e-07,8.790267901489717e-12,2.0636456789541566
Ocean_Mixed_Water,0.0016209699772087975,0.0016209699772088543,-5.681219383824043e-17,1.7601393232835778e-13,2.233722296051719
Ocean_Column_Water,0.0017943840990823888,0.0017943840990824467,-5.789639601072594e-17,1.927532423764668e-13,2.444104740317435
Coast_Surface_Water,0.0016869795535788955,0.0016869741002101962,5.4533686993235575e-09,2.464324657066589e-13,0.09027893832555037
Coast_Column_Water,0.00013817197437673097,0.0001379798087583037,1.9216561842727142e-07,1.9479359451333354e-14,0.24669161634163753
Surface_Freshwater,1.0000000129670057,1.0032034516809074,-0.0032034387139017184,1.492714632955973e-07,57091.12866199135
Bulk_Freshwater,3.7088646505063885,3.708864650470739,3.5649261320713777e-11,1.3451842224534921e-08,169911.7614834843
Sediment_Freshwater,3.708356194550044,3.708356194550044,0.0,0.009958458259524797,100640135395.18488
Sediment_Ocean,0.0017698516633932995,0.0017698516633932993,2.168404344971009e-19,1.7278407163601676e-06,19524477.68900113
Sediment_Coast,4.548648715320597e-06,4.548648715320595e-06,1.6940658945086007e-21,7.87853512395852e-08,882879.4918792233
Urban_Soil_Surface,7.871939221768938e-22,7.871939221768938e-22,0.0,5.846354990129893e-26,1.385988839952786e-14
Urban_Soil,0.0,0.0,0.0,0.0,0.0
Background_Soil_Surface,1.2438224250766578e-21,1.2438224250766578e-21,0.0,5.846354990129892e-26,1.385988839952786e-14
Background_Soil,0.0,0.0,0.0,0.0,0.0
Agricultural_Soil_Surface,4.1460747502555266e-23,4.146074750255526e-23,5.877471754111438e-39,1.461588747532473e-26,3.4649720998819663e-15
Agricultural_Soil,0.0,0.0,0.0,0.0,0.0
Air,7.141426450011782e-21,7.141426450011785e-21,-3.009265538105056e-36,2.951329391361948e-34,6.931482158792272e-23
