,Inflow,Outflow,Mass balance,Concentration (g/m3),Concentration (N/m3)
Ocean_Surface_Water,1.4547523813936478,1.4547523813623524,3.129541070734376e-11,3.528637331208068e-08,1013.8218338242397
Ocean_Mixed_Water,0.6676847284301527,0.6676847284301526,1.1102230246251565e-16,7.147084471640178e-11,990.5649041126311
Ocean_Column_Water,0.7452108952450154,0.7452108952450152,2.220446049250313e-16,7.911167464997504e-11,1095.5132235155788
Coast_Surface_Water,0.797523857386277,0.7975238573871528,-8.75854944126786e-13,3.53017094785099e-08,1017.5399363462833
Coast_Column_Water,0.030747596321543166,0.030747596321543162,3.469446951953614e-18,1.1520869323925788e-10,1578.5221323141423
Surface_Freshwater,0.23393597026148488,0.23393597027116875,-9.683864821141697e-12,3.7933979204480064e-08,34786.43007720179
Bulk_Freshwater,0.8989657079530036,0.8989657079530038,-2.220446049250313e-16,3.4112937980195965e-09,47388.68048771252
Sediment_Freshwater,0.8988568714382983,0.8988568714382982,1.1102230246251565e-16,0.0024474567506300895,27968852280.084023
Sediment_Ocean,0.7369253607862248,0.736925360786225,-1.1102230246251565e-16,0.000769931321470517,8763161547.7588
Sediment_Coast,0.028200645917705235,0.028200645917705245,-1.0408340855860843e-17,0.0005135351162318593,5654790239.26216
Urban_Soil_Surface,0.11020829833397117,0.11020829833397114,2.7755575615628914e-17,6.2308347160779845e-06,68818056.47141488
Urban_Soil,0.0,0.0,0.0,0.0,0.0
Background_Soil_Surface,0.1741369553746733,0.1741369553746733,0.0,6.230834716077985e-06,68818056.47141488
Background_Soil,0.0,0.0,0.0,0.0,0.0
Agricultural_Soil_Surface,0.005804565179155777,0.005804565179155777,0.0,1.5577086790194963e-06,17204514.11785372
Agricultural_Soil,0.0,0.0,0.0,0.0,0.0
Air,1.0000000000000002,1.0,2.220446049250313e-16,4.1319042345444364e-14,6.442907944171678e-13
