,Inflow,Outflow,Mass balance,Concentration (g/m3),Concentration (N/m3)
Ocean_Surface_Water,1.1069119462281696,0.7812578354155796,0.32565411081259,4.063171520305656e-09,1136.0312174082705
Ocean_Mixed_Water,0.6899730421975936,0.6899730421976211,-2.7533531010703882e-14,7.378932738537765e-11,929.3202694711997
Ocean_Column_Water,0.763858781163664,0.763858781163695,-3.097522238704187e-14,8.080426963964295e-11,1016.7250865350641
Coast_Surface_Water,1.3057807552974432,0.10717249610808031,1.198608259189363,1.5660050393240278e-11,3.784776766950853
Coast_Column_Water,9.259843758799328e-05,9.258222141488324e-05,1.621617311003303e-08,1.2871295478712317e-14,0.14569910639001737
Surface_Freshwater,1.2159183158534297,0.2339458896745336,0.981972426178896,6.637478062610916e-09,33988.9938743504
Bulk_Freshwater,0.866871139373327,0.8668711393707598,2.567279722143212e-12,3.2948584691911372e-09,41634.213359806454
Sediment_Freshwater,0.8667460174164725,0.8667460174164725,0.0,0.0023275677155704683,24563624548.961735
Sediment_Ocean,0.7535745163172983,0.7535745163172981,2.220446049250313e-16,0.0007356869542151884,8122057276.214141
Sediment_Coast,4.526227800703666e-06,4.526227800703667e-06,-8.470329472543003e-22,7.839662900409039e-08,520639.13670429465
Urban_Soil_Surface,0.9997971957065203,0.110173730193542,0.8896234655129782,6.228880340838441e-06,68796470.87145434
Urban_Soil,0.0,0.0,0.0,0.0,0.0
Background_Soil_Surface,0.9997971957065203,0.1740823352524294,0.8257148604540909,6.2288803408384415e-06,68796470.87145437
Background_Soil,0.0,0.0,0.0,0.0,0.0
Agricultural_Soil_Surface,0.9997971957065203,0.005802744508414312,0.9939944511981059,1.5572200852096102e-06,17199117.717863593
Agricultural_Soil,0.0,0.0,0.0,0.0,0.0
Air,1.0000000000000002,1.0,2.220446049250313e-16,4.130608213754907e-14,6.440886773199995e-13
