,Inflow,Outflow,Mass balance,Concentration (g/m3),Concentration (N/m3)
Ocean_Surface_Water,0.781732960777648,0.7815029630927363,0.00022999768491172023,4.064446382139369e-09,1136.3876588810815
Ocean_Mixed_Water,0.6901895283324746,0.6901895283325025,-2.786659791809143e-14,7.381247954539578e-11,929.6118532591171
Ocean_Column_Water,0.7640984497086879,0.7640984497087183,-3.042011087472929e-14,8.082962280990658e-11,1017.0440944828517
Coast_Surface_Water,0.32339521052822323,0.10720612258046261,0.21618908794776062,1.5664963895035766e-11,3.7859642795688173
Coast_Column_Water,9.262749129969423e-05,9.261127003859318e-05,1.6221261101042445e-08,1.2875333979985092e-14,0.14574482098242741
Surface_Freshwater,0.23393599620498973,0.23401929260237203,-8.329639738230421e-05,6.639560639586032e-09,33999.65827058378
Bulk_Freshwater,0.8671431291047011,0.8671431291021331,2.5680568782604496e-12,3.2958922649068408e-09,41647.2765222459
Sediment_Freshwater,0.8670179678895464,0.8670179678895464,0.0,0.002328298013868519,24571331638.67692
Sediment_Ocean,0.7538109580685044,0.7538109580685046,-2.220446049250313e-16,0.0007359177835599019,8124605655.178934
Sediment_Coast,4.527647951205552e-06,4.527647951205551e-06,8.470329472543003e-22,7.842122675235416e-08,520802.4925855821
Urban_Soil_Surface,0.11020829833397117,0.11020829833397114,2.7755575615628914e-17,6.2308347160779845e-06,68818056.47141488
Urban_Soil,0.0,0.0,0.0,0.0,0.0
Background_Soil_Surface,0.1741369553746733,0.1741369553746733,0.0,6.230834716077985e-06,68818056.47141488
Background_Soil,0.0,0.0,0.0,0.0,0.0
Agricultural_Soil_Surface,0.005804565179155777,0.005804565179155777,0.0,1.5577086790194963e-06,17204514.11785372
Agricultural_Soil,0.0,0.0,0.0,0.0,0.0
Air,1.0000000000000002,0.9999999999999999,3.3306690738754696e-16,4.1319042345444364e-14,6.442907976554778e-13
