species,Compartment,MP_Form,Size_Fraction_um,mass_fraction
aD8_Utopia,Sediment_Ocean,heterBiofMP,0.5,0.641846267369701
bD8_Utopia,Sediment_Ocean,heterBiofMP,5.0,0.14186687063920717
cD8_Utopia,Sediment_Ocean,heterBiofMP,50.0,0.09832643932466813
aD7_Utopia,Sediment_Freshwater,heterBiofMP,0.5,0.05126008137223307
aC8_Utopia,Sediment_Ocean,biofMP,0.5,0.01846653669086291
bD7_Utopia,Sediment_Freshwater,heterBiofMP,5.0,0.011353750796549295
aD2_Utopia,Ocean_Column_Water,heterBiofMP,0.5,0.008035501251462107
cD7_Utopia,Sediment_Freshwater,heterBiofMP,50.0,0.006030789161061621
aC7_Utopia,Sediment_Freshwater,biofMP,0.5,0.004399665113658224
bC8_Utopia,Sediment_Ocean,biofMP,5.0,0.0039724625802560086
