,Inflow,Outflow,Mass balance,Concentration (g/m3),Concentration (N/m3)
Ocean_Surface_Water,87625.39251280262,87625.39251280259,2.9103830456733704e-11,2.5472417149940487e-09,330.21454129349695
Ocean_Mixed_Water,522124.8692841687,522124.8692841687,0.0,4.218446525384806e-10,330.26547944682136
Ocean_Column_Water,434500.2836412453,434500.2836412452,5.820766091346741e-11,8.68988646791339e-10,988.8810936123217
Coast_Surface_Water,287.1638255905105,287.16382559051124,-7.389644451905042e-13,3.2511013294484054e-09,1009.2034737687145
Coast_Column_Water,287.09297984760923,287.0929798476091,1.1368683772161603e-13,5.648843777097196e-11,101.12756595693887
Surface_Freshwater,12737.486504475297,12737.486504475313,-1.6370904631912708e-11,4.681805263380481e-08,174114.4415381989
Bulk_Freshwater,12738.150548972657,12738.150548972662,-5.4569682106375694e-12,7.059525922814001e-09,52365.20824933045
Sediment_Freshwater,0.8977417472056679,0.8977417472056681,-2.220446049250313e-16,0.0024443727888070017,27929018570.80385
Sediment_Ocean,0.6592078502477059,0.6592078502477058,1.1102230246251565e-16,0.000688727827815997,7872731804.437226
Sediment_Coast,0.001983315382038697,0.001983315382038698,-8.673617379884035e-19,3.611571607134392e-05,355714214.541655
Urban_Soil_Surface,0.11020829833397117,0.11020829833397114,2.7755575615628914e-17,6.2308347160779845e-06,68818056.47141488
Urban_Soil,0.0,0.0,0.0,0.0,0.0
Background_Soil_Surface,0.1741369553746733,0.1741369553746733,0.0,6.230834716077985e-06,68818056.47141488
Background_Soil,0.0,0.0,0.0,0.0,0.0
Agricultural_Soil_Surface,0.005804565179155777,0.005804565179155777,0.0,1.5577086790194963e-06,17204514.11785372
Agricultural_Soil,0.0,0.0,0.0,0.0,0.0
Air,1.0000000000000002,0.9999999999999999,3.3306690738754696e-16,4.1319042345444364e-14,6.442907714743447e-13
