,Compartments,%_mass,%_number,Concentration_g_m3,Concentration_num_m3
0,Ocean_Surface_Water,10.021869677836847,0.0002225276990206313,3.507864492636298e-05,0.492390871555588
1,Ocean_Mixed_Water,0.00289219870965555,0.00017717339500260962,1.0123301824294971e-11,0.0003920346220526426
2,Ocean_Column_Water,0.09775045270691338,0.1262747194955954,1.1427048027039967e-11,0.009331759681644097
3,Coast_Surface_Water,0.2566233870118794,5.711490284916627e-06,3.4993552125127026e-05,0.49234904184285294
4,Coast_Column_Water,6.84333930328224e-05,8.42154677666346e-05,1.8642248988128736e-11,0.01450287000171649
5,Surface_Freshwater,4.51936468590986e-20,2.4429477667679507e-24,6.0128629964564905e-24,2.0547072832659036e-19
6,Bulk_Freshwater,1.0176562476261459e-19,1.0959900469168027e-20,4.5048952721286776e-26,3.0670585335570477e-18
7,Sediment_Freshwater,1.9166570569893273e-15,1.3017952239487792e-17,8.484534276151041e-19,3.642991249590243e-12
8,Sediment_Ocean,87.97216166832952,99.09479756499617,0.0010283963793401739,732315.0985973645
9,Sediment_Coast,1.64863418201214,0.7784380874561528,0.0007490846989523079,223595.24382197578
10,Urban_Soil_Surface,5.60525712526725e-17,8.510165583869548e-20,2.4018269828294245e-21,2.305239479305128e-15
11,Urban_Soil,0.0,0.0,0.0,0.0
12,Background_Soil_Surface,8.856705208607327e-17,1.344666732824939e-19,2.401826982829424e-21,2.3052394793051276e-15
13,Background_Soil,0.0,0.0,0.0,0.0
14,Agricultural_Soil_Surface,2.9522350695357756e-18,4.482222442749798e-21,6.004567457073561e-22,5.76309869826282e-16
15,Agricultural_Soil,0.0,0.0,0.0,0.0
16,Air,3.06758657264218e-19,6.811732739515085e-24,1.2070573409506555e-29,1.694417903869936e-25
